epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6942770481109619,9.999999747378752e-05,0.8244221806526184,0.6534890532493591,0.9448773860931396
1,0.6986659169197083,9.999999747378752e-05,0.8131169676780701,0.6561620831489563,0.938771665096283
2,0.6954962015151978,9.999999747378752e-05,0.8134545683860779,0.6508159637451172,0.9490281939506531
3,0.6997457146644592,9.999999747378752e-05,0.8067113161087036,0.6519414782524109,0.9460028409957886
4,0.7011390328407288,9.999999747378752e-05,0.8052340745925903,0.6563027501106262,0.9455899000167847
